185735000000,1,29.698860870271538
185735000000,0,34.94653100955441
533875000000,1,27.65233817624977
533875000000,0,29.74801013043996
1256485000000,1,176.46933778580186
1256485000000,0,135.03036185438708
26625000000,1,0.0
26625000000,0,0.0
41425000000,0,0.0
41425000000,1,0.0
698515000000,0,75.81403875004902
698515000000,1,85.21659647469806
52740000000,1,0.0
52740000000,0,0.0
18000000000,0,0.0
18000000000,1,0.0
13989505000000,0,1365.0028420891103
13989505000000,1,994.576930812474
